"Armenia,""ARM"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""93"",""95"",""95"",""96"",""89"",""92"",""94"",""92"",""92"",""93"",""91"",""94"",""92"",""94"",""92"",""92"",""94"",""96"",""97"",""97"",""97"",""97"",""97"",""97"",""97"",""96"",""95"",""95"",""94"",""94"",""95"","""","
"American Samoa,""ASM"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Antigua and Barbuda,""ATG"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""48"",""73"",""69"",""80"",""89"",""95"",""95"",""89"",""87"",""99"",""99"",""91"",""93"",""99"",""93"",""99"",""99"",""95"",""97"",""99"",""99"",""97"",""99"",""99"",""99"",""99"",""99"",""98"",""99"",""98"",""96"",""93"",""91"",""88"",""99"",""96"",""93"",""89"",""85"",""99"","""","
"Australia,""AUS"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""68"",""68"",""68"",""68"",""68"",""77"",""85"",""86"",""86"",""86"",""86"",""86"",""87"",""87"",""85"",""82"",""88"",""91"",""92"",""94"",""94"",""94"",""94"",""94"",""94"",""94"",""94"",""94"",""94"",""94"",""94"",""94"",""95"",""95"",""94"",""94"",""94"",""93"",""93"",""96"","""","
"Austria,""AUT"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""25"",""25"",""25"",""30"",""40"",""60"",""60"",""60"",""60"",""60"",""60"",""60"",""60"",""60"",""60"",""87"",""90"",""78"",""65"",""75"",""79"",""78"",""79"",""74"",""75"",""80"",""79"",""83"",""76"",""80"",""84"",""88"",""92"",""96"",""96"",""95"",""96"",""94"",""95"",""95"",""99"",""95"","""","
"Azerbaijan,""AZE"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""52"",""49"",""60"",""64"",""65"",""66"",""67"",""68"",""67"",""68"",""66"",""67"",""67"",""67"",""69"",""75"",""79"",""85"",""89"",""92"",""94"",""98"",""98"",""98"",""98"",""98"",""96"",""98"",""82"",""93"",""93"","""","
"Burundi,""BDI"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""28"",""40"",""54"",""27"",""32"",""59"",""54"",""46"",""73"",""74"",""74"",""69"",""69"",""42"",""80"",""79"",""77"",""68"",""70"",""72"",""73"",""75"",""76"",""78"",""87"",""92"",""88"",""84"",""91"",""92"",""93"",""93"",""98"",""94"",""93"",""93"",""90"",""88"",""92"",""90"",""90"",""89"","""","
"Belgium,""BEL"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""50"",""58"",""66"",""74"",""82"",""90"",""50"",""75"",""75"",""85"",""67"",""87"",""70"",""78"",""85"",""73"",""76"",""80"",""82"",""82"",""82"",""82"",""82"",""82"",""88"",""92"",""92"",""93"",""95"",""95"",""95"",""96"",""96"",""96"",""96"",""96"",""96"",""96"",""96"",""96"",""96"",""96"","""","
"Benin,""BEN"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""23"",""20"",""26"",""30"",""48"",""79"",""60"",""70"",""67"",""78"",""65"",""60"",""66"",""67"",""69"",""70"",""68"",""66"",""65"",""63"",""61"",""66"",""70"",""66"",""71"",""68"",""70"",""74"",""68"",""65"",""67"",""68"",""68"",""68"",""68"",""65"",""68"",""68"","""","
"Burkina Faso,""BFA"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""38"",""40"",""37"",""52"",""66"",""79"",""69"",""60"",""50"",""45"",""43"",""40"",""41"",""24"",""36"",""48"",""63"",""64"",""76"",""78"",""84"",""88"",""94"",""94"",""94"",""92"",""89"",""87"",""82"",""88"",""88"",""88"",""88"",""88"",""88"",""88"",""88"",""88"","""","
"Bangladesh,""BGD"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"",""1"",""1"",""1"",""3"",""6"",""13"",""53"",""65"",""68"",""69"",""74"",""78"",""79"",""69"",""72"",""71"",""71"",""74"",""77"",""75"",""76"",""81"",""88"",""83"",""89"",""92"",""93"",""88"",""93"",""88"",""91"",""94"",""97"",""97"",""97"",""97"",""97"",""97"",""97"",""97"","""","
"Bulgaria,""BGR"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""98"",""98"",""90"",""98"",""98"",""99"",""99"",""99"",""99"",""99"",""99"",""98"",""92"",""88"",""93"",""94"",""95"",""93"",""95"",""96"",""89"",""90"",""92"",""96"",""95"",""96"",""96"",""96"",""96"",""96"",""97"",""95"",""94"",""95"",""93"",""92"",""92"",""94"",""93"",""95"",""88"",""89"",""91"","""","
"Bahrain,""BHR"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""45"",""50"",""54"",""59"",""65"",""78"",""78"",""78"",""78"",""85"",""87"",""88"",""87"",""90"",""93"",""95"",""95"",""94"",""99"",""94"",""98"",""98"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"","""","
"Bahamas, The,""BHS"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""65"",""66"",""63"",""79"",""85"",""87"",""78"",""87"",""86"",""93"",""94"",""88"",""88"",""90"",""92"",""93"",""92"",""86"",""93"",""94"",""94"",""90"",""89"",""85"",""88"",""96"",""90"",""98"",""94"",""90"",""91"",""92"",""92"",""94"",""89"",""90"",""89"",""83"",""87"",""82"",""80"","""","
"Bosnia and Herzegovina,""BIH"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""52"",""48"",""57"",""53"",""70"",""86"",""84"",""83"",""80"",""92"",""89"",""84"",""88"",""90"",""85"",""96"",""84"",""93"",""91"",""89"",""94"",""92"",""89"",""83"",""68"",""69"",""68"",""65"",""61"",""61"",""58"","""","
"Belarus,""BLR"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""94"",""96"",""97"",""93"",""96"",""97"",""98"",""98"",""98"",""99"",""99"",""99"",""99"",""99"",""97"",""99"",""99"",""99"",""99"",""99"",""98"",""99"",""99"",""99"",""98"",""97"",""98"",""98"",""97"",""98"",""98"","""","
"Belize,""BLZ"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""21"",""40"",""51"",""43"",""43"",""49"",""85"",""53"",""59"",""71"",""86"",""76"",""69"",""80"",""82"",""83"",""81"",""85"",""84"",""82"",""96"",""94"",""88"",""96"",""97"",""95"",""99"",""96"",""96"",""97"",""98"",""98"",""96"",""99"",""95"",""96"",""95"",""90"",""97"",""96"",""82"",""79"",""81"","""","
"Bermuda,""BMU"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Bolivia,""BOL"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""13"",""17"",""15"",""13"",""20"",""21"",""55"",""57"",""58"",""59"",""53"",""54"",""57"",""57"",""64"",""58"",""61"",""51"",""65"",""79"",""84"",""88"",""91"",""96"",""90"",""89"",""88"",""86"",""92"",""93"",""88"",""96"",""92"",""87"",""89"",""95"",""94"",""83"",""89"",""79"",""74"",""75"",""69"","""","
"Brazil,""BRA"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""57"",""73"",""66"",""68"",""73"",""67"",""67"",""64"",""62"",""60"",""78"",""85"",""91"",""85"",""77"",""87"",""80"",""99"",""95"",""99"",""99"",""99"",""96"",""97"",""97"",""98"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""98"",""97"",""96"",""95"",""87"",""92"",""91"",""79"",""73"",""81"","""","
"Barbados,""BRB"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""41"",""47"",""53"",""55"",""84"",""88"",""84"",""85"",""84"",""85"",""87"",""92"",""90"",""92"",""97"",""92"",""99"",""92"",""97"",""86"",""94"",""93"",""91"",""90"",""98"",""93"",""92"",""75"",""94"",""94"",""85"",""93"",""90"",""87"",""95"",""96"",""92"",""92"",""85"",""92"",""89"",""77"",""85"","""","
"Brunei Darussalam,""BRN"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""73"",""80"",""88"",""94"",""90"",""98"",""99"",""99"",""99"",""99"",""99"",""96"",""92"",""99"",""99"",""99"",""99"",""98"",""99"",""94"",""99"",""99"",""99"",""98"",""99"",""98"",""97"",""97"",""99"",""99"",""94"",""91"",""95"",""96"",""97"",""96"",""98"",""97"",""99"",""97"",""99"",""99"",""97"","""","
"Bhutan,""BTN"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""21"",""21"",""20"",""21"",""36"",""44"",""51"",""58"",""64"",""79"",""93"",""89"",""86"",""84"",""81"",""85"",""85"",""84"",""71"",""77"",""78"",""78"",""78"",""88"",""87"",""93"",""90"",""95"",""99"",""94"",""95"",""95"",""95"",""94"",""97"",""97"",""97"",""97"",""97"",""97"",""93"",""97"",""97"","""","
"Botswana,""BWA"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""63"",""70"",""75"",""79"",""82"",""85"",""91"",""87"",""87"",""87"",""87"",""88"",""88"",""88"",""88"",""89"",""89"",""89"",""89"",""90"",""91"",""91"",""92"",""92"",""93"",""93"",""94"",""95"",""95"",""96"",""96"",""97"",""97"",""97"",""97"",""97"",""97"",""97"",""97"",""97"",""87"",""97"",""90"","""","
"Central African Republic,""CAF"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""12"",""15"",""16"",""16"",""19"",""23"",""24"",""17"",""40"",""69"",""82"",""57"",""32"",""42"",""52"",""46"",""44"",""42"",""37"",""37"",""36"",""35"",""42"",""49"",""55"",""62"",""61"",""59"",""58"",""56"",""53"",""49"",""48"",""25"",""47"",""46"",""45"",""41"",""41"",""41"",""41"",""41"",""41"","""","
"Canada,""CAN"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""70"",""85"",""87"",""89"",""92"",""94"",""96"",""97"",""96"",""97"",""96"",""96"",""96"",""96"",""95"",""95"",""95"",""94"",""94"",""93"",""94"",""93"",""91"",""90"",""88"",""89"",""90"",""90"",""89"",""89"",""90"",""90"",""90"",""90"",""90"",""92"","""","
"Central Europe and the Baltics,""CEB"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""66.8879036295229"",""67.7919207442905"",""67.1462547043127"",""91.9077661782352"",""92.8092594523658"",""92.3177916326745"",""90.4316392369628"",""93.8792847658569"",""90.8166530947878"",""94.2950455602035"",""94.8905012029207"",""94.3597460523758"",""92.1070367622789"",""88.5297835110799"",""94.2568407779825"",""94.9627838528132"",""96.1096570254864"",""96.2898372792392"",""96.5566293190922"",""97.1642197454084"",""96.6852629472213"",""96.8493045098706"",""97.4912072366997"",""97.0669707935652"",""97.0973541573045"",""97.4375065470947"",""97.3773126837852"",""97.5657630749416"",""97.2743499224273"",""97.2197809086493"",""97.1557730668953"",""96.5300925637322"",""96.5760963349041"",""96.3453185821121"",""95.1812296839137"",""94.074369267319"",""93.7088679598753"",""93.0956741913455"",""93.4002955747738"",""93.1714422399389"",""87.50659455969"",""84.2051123606768"",""83.3059519643709"","""","
"Switzerland,""CHE"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""70"",""70"",""70"",""90"",""90"",""83"",""83"",""83"",""83"",""83"",""83"",""83"",""81"",""82"",""82"",""82"",""82"",""82"",""82"",""87"",""87"",""87"",""92"",""92"",""92"",""93"",""93"",""93"",""94"",""94"",""94"",""95"",""95"",""95"",""97"",""95"",""96"","""","
"Channel Islands,""CHI"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Chile,""CHL"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""94"",""95"",""96"",""95"",""94"",""92"",""91"",""92"",""95"",""92"",""97"",""99"",""89"",""94"",""96"",""97"",""93"",""96"",""98"",""94"",""97"",""96"",""95"",""96"",""94"",""90"",""91"",""92"",""96"",""93"",""93"",""91"",""90"",""90"",""97"",""96"",""93"",""93"",""93"",""95"",""91"",""92"",""94"","""","
"China,""CHN"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""78"",""84"",""88"",""63"",""77"",""95"",""95"",""98"",""92"",""87"",""81"",""75"",""80"",""84"",""83"",""83"",""84"",""84"",""85"",""85"",""85"",""86"",""86"",""93"",""94"",""97"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"",""99"","""","
"Cote d'Ivoire,""CIV"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""31"",""31"",""31"",""30"",""31"",""41"",""56"",""57"",""54"",""52"",""55"",""57"",""65"",""68"",""66"",""57"",""68"",""71"",""71"",""70"",""78"",""84"",""73"",""67"",""63"",""67"",""64"",""49"",""74"",""69"",""59"",""67"",""73"",""70"",""75"",""73"",""66"",""68"",""65"","""","
"Cameroon,""CMR"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""16"",""21"",""25"",""31"",""39"",""44"",""44"",""48"",""56"",""56"",""48"",""37"",""32"",""38"",""46"",""39"",""43"",""47"",""46"",""49"",""51"",""53"",""61"",""64"",""68"",""73"",""74"",""80"",""74"",""79"",""76"",""82"",""83"",""78"",""74"",""71"",""65"",""59"",""60"",""62"",""62"",""65"","""","
"Congo, Dem. Rep.,""COD"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""18"",""23"",""25"",""30"",""30"",""40"",""39"",""41"",""44"",""41"",""38"",""17"",""25"",""33"",""39"",""27"",""21"",""20"",""20"",""15"",""46"",""35"",""42"",""49"",""57"",""61"",""63"",""64"",""64"",""65"",""66"",""66"",""69"",""68"",""69"",""65"",""63"",""65"",""64"",""65"",""62"",""55"",""56"","""","
"Congo, Rep.,""COG"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""49"",""49"",""55"",""59"",""52"",""67"",""69"",""69"",""73"",""75"",""75"",""64"",""60"",""55"",""47"",""38"",""42"",""18"",""21"",""23"",""34"",""35"",""37"",""50"",""65"",""54"",""61"",""59"",""69"",""63"",""75"",""83"",""80"",""80"",""80"",""80"",""67"",""70"",""75"",""73"",""68"",""68"",""65"","""","
"Colombia,""COL"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""13"",""26"",""28"",""43"",""51"",""51"",""45"",""59"",""74"",""81"",""82"",""78"",""74"",""94"",""84"",""95"",""90"",""80"",""78"",""79"",""88"",""93"",""93"",""93"",""92"",""94"",""95"",""95"",""92"",""95"",""88"",""88"",""94"",""92"",""91"",""94"",""93"",""93"",""95"",""95"",""90"",""86"",""88"","""","
"Comoros,""COM"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""42"",""18"",""71"",""71"",""40"",""85"",""87"",""40"",""51"",""56"",""59"",""69"",""43"",""49"",""67"",""69"",""70"",""70"",""71"",""67"",""76"",""67"",""66"",""65"",""76"",""79"",""72"",""79"",""85"",""85"",""86"",""90"",""90"",""90"",""90"",""90"",""90"",""90"",""86"","""","
"Cabo Verde,""CPV"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""54"",""58"",""75"",""80"",""84"",""79"",""76"",""82"",""88"",""87"",""85"",""84"",""83"",""84"",""85"",""86"",""88"",""89"",""90"",""91"",""92"",""94"",""95"",""96"",""97"",""97"",""96"",""91"",""91"",""93"",""92"",""93"",""96"",""99"",""98"",""95"",""95"",""95"","""","
"Costa Rica,""CRI"",""Immunization, measles (% of children ages 12-23 months)"",""SH.IMM.MEAS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""60"",""79"",""87"",""84"",""76"",""78"",""90"",""93"",""97"",""77"",""90"",""96"",""92"",""89"",""87"",""91"",""84"",""99"",""83"",""88"",""82"",""82"",""94"",""89"",""88"",""89"",""90"",""90"",""89"",""81"",""83"",""83"",""90"",""91"",""95"",""93"",""93"",""96"",""94"",""95"",""95"",""89"",""90"","""","
